ID	adj.P.Val	P.Value	t	B	logFC	ORF	SPOT_ID
FLJ44216	0.56	0.0520295	2.023097	-3.94	0.08620632	FLJ44216	
OR6C6	0.56	0.05204	2.023001	-3.9402	0.05605301	OR6C6	
LOC100129362	0.56	0.052057	2.022845	-3.9405	0.58722797	LOC100129362	
SSR4	0.56	0.0520576	-2.022839	-3.9405	-0.14650351	SSR4	
FAM5B	0.56	0.0520595	2.022822	-3.9405	0.07429567	FAM5B	
LOC642645	0.56	0.0520672	2.022751	-3.9406	0.06888676	LOC642645	
LAX1	0.56	0.0521003	-2.022448	-3.9411	-0.28690362	LAX1	
HS.117299	0.56	0.0521042	2.022412	-3.9412	0.13292772	HS.117299	
HS.532720	0.56	0.0521274	-2.022199	-3.9415	-0.06581569	HS.532720	
C9ORF80	0.56	0.0521569	2.021929	-3.9419	0.39149885	C9ORF80	
FLJ22795	0.56	0.0521801	2.021717	-3.9423	0.10951601	FLJ22795	
YPEL1	0.56	0.0521803	-2.021715	-3.9423	-0.2929865	YPEL1	
LOC100130880	0.56	0.0521856	2.021667	-3.9423	0.06052235	LOC100130880	
HS.557039	0.56	0.0522198	-2.021353	-3.9429	-0.08639119	HS.557039	
HS.560457	0.56	0.0522279	2.02128	-3.943	0.09064512	HS.560457	
TOMM6	0.561	0.0523255	-2.020387	-3.9444	-0.12541461	TOMM6	
HS.400256	0.561	0.0523308	-2.02034	-3.9445	-0.1096621	HS.400256	
LOC727764	0.561	0.0524025	-2.019685	-3.9455	-0.05039062	LOC727764	
CMYA3	0.561	0.0524049	2.019663	-3.9456	0.04802735	CMYA3	
SELS	0.562	0.052473	-2.019043	-3.9466	-0.13343413	SELS	
PTPN5	0.562	0.0524899	-2.018888	-3.9468	-0.04558437	PTPN5	
MRPL53	0.562	0.0525385	-2.018447	-3.9475	-0.2216478	MRPL53	
RTDR1	0.562	0.0525537	2.018308	-3.9477	0.06706345	RTDR1	
THRAP5	0.562	0.0526083	2.017812	-3.9485	0.12107289	THRAP5	
TPO	0.562	0.0526265	-2.017646	-3.9488	-0.0516439	TPO	
C4ORF39	0.562	0.0526368	2.017553	-3.949	0.06440727	C4ORF39	
FLJ46309	0.562	0.0526431	2.017496	-3.949	0.39112513	FLJ46309	
CTNNBL1	0.562	0.0526618	-2.017326	-3.9493	-0.19036254	CTNNBL1	
DNHD1	0.562	0.0526642	2.017304	-3.9494	0.16933531	DNHD1	
HS.19339	0.562	0.0526805	-2.017156	-3.9496	-0.21908638	HS.19339	
LINGO1	0.562	0.052682	2.017143	-3.9496	0.05417098	LINGO1	
SORBS3	0.562	0.0526848	2.017117	-3.9497	0.12620677	SORBS3	
HS.563870	0.562	0.0527022	-2.016959	-3.9499	-0.0732122	HS.563870	
H2AFZ	0.562	0.0527032	-2.01695	-3.9499	-0.13012752	H2AFZ	
LOC642346	0.562	0.0527555	2.016475	-3.9507	0.05079001	LOC642346	
FAM134B	0.562	0.0527626	2.016411	-3.9508	0.23742805	FAM134B	
ILF3	0.562	0.0527718	2.016328	-3.9509	0.21391583	ILF3	
LOC643120	0.562	0.0528089	-2.015992	-3.9515	-0.06919693	LOC643120	
LOC643464	0.562	0.052857	2.015557	-3.9522	0.05669879	LOC643464	
PPM1D	0.562	0.0528774	-2.015372	-3.9525	-0.15008826	PPM1D	
AGPAT9	0.562	0.052893	-2.01523	-3.9527	-0.2798111	AGPAT9	
TSC1	0.562	0.0529048	2.015124	-3.9528	0.17996649	TSC1	
CMTM4	0.562	0.0529066	2.015107	-3.9529	0.04359178	CMTM4	
CREG1	0.562	0.0529271	-2.014922	-3.9532	-0.28856844	CREG1	
SNORD109A	0.562	0.0529288	2.014907	-3.9532	0.05725382	SNORD109A	
NME5	0.562	0.0529311	2.014887	-3.9532	0.05453646	NME5	
ADORA3	0.562	0.052983	-2.014417	-3.954	-0.10642178	ADORA3	
LOC202781	0.562	0.0530156	2.014123	-3.9545	0.51401228	LOC202781	
FLJ40606	0.562	0.0530157	2.014122	-3.9545	0.22332319	FLJ40606	
LOC644571	0.562	0.0530205	2.014079	-3.9545	0.05709451	LOC644571	
COX8A	0.562	0.0530306	-2.013988	-3.9547	-0.16452214	COX8A	
MACC1	0.562	0.0530318	2.013977	-3.9547	0.08368333	MACC1	
TMCC3	0.562	0.053046	-2.013849	-3.9549	-0.09083678	TMCC3	
HS.529743	0.562	0.0530526	2.01379	-3.955	0.18259154	HS.529743	
RARRES3	0.562	0.0531237	-2.013148	-3.956	-0.17965814	RARRES3	
LRRC34	0.562	0.0531263	2.013124	-3.9561	0.0590309	LRRC34	
BLCAP	0.562	0.0531468	-2.01294	-3.9563	-0.23806934	BLCAP	
MAN1A2	0.562	0.0531644	-2.012781	-3.9566	-0.10553934	MAN1A2	
OR4F29	0.562	0.0531703	2.012729	-3.9567	0.05699031	OR4F29	
CSF1R	0.562	0.0532225	-2.012259	-3.9574	-0.52161772	CSF1R	
LOC646503	0.562	0.053244	2.012066	-3.9577	0.06918779	LOC646503	
PATE2	0.562	0.0532563	2.011954	-3.9579	0.09095576	PATE2	
CLECL1	0.562	0.0532592	-2.011929	-3.958	-0.2803027	CLECL1	
NXPH1	0.562	0.0533346	-2.011252	-3.9591	-0.0673282	NXPH1	
HS.562263	0.562	0.0533438	2.011169	-3.9592	0.12701454	HS.562263	
FARSLB	0.562	0.0533442	2.011165	-3.9592	0.17690428	FARSLB	
HLA-DPA1	0.562	0.0533595	-2.011028	-3.9594	-0.15057628	HLA-DPA1	
FLJ43663	0.562	0.0533659	2.01097	-3.9595	0.30087428	FLJ43663	
GNG10	0.562	0.0533665	-2.010965	-3.9595	-0.27687169	GNG10	
C13ORF1	0.562	0.0533678	-2.010953	-3.9595	-0.0818712	C13ORF1	
SNORA28	0.562	0.053388	2.010772	-3.9598	0.38483668	SNORA28	
OR8B4	0.562	0.0533907	2.010748	-3.9599	0.07090522	OR8B4	
MAGI3	0.562	0.0534208	2.010477	-3.9603	0.04404482	MAGI3	
LOC644544	0.562	0.0534284	-2.010409	-3.9604	-0.11077226	LOC644544	
IL6	0.562	0.0534639	2.010091	-3.9609	1.57063475	IL6	
ARHGEF3	0.562	0.0534656	-2.010076	-3.9609	-0.1639299	ARHGEF3	
POGK	0.562	0.0534791	-2.009956	-3.9611	-0.18783873	POGK	
C13ORF15	0.562	0.0534955	2.009809	-3.9614	0.41272508	C13ORF15	
LOC647546	0.562	0.0535211	-2.009579	-3.9617	-0.0503325	LOC647546	
KIAA1641	0.562	0.0535283	2.009515	-3.9618	0.15410721	KIAA1641	
USP36	0.562	0.0535553	2.009273	-3.9622	0.42572349	USP36	
PREP	0.562	0.0535747	-2.0091	-3.9625	-0.23707271	PREP	
FLJ20184	0.562	0.0535829	-2.009026	-3.9626	-0.06170281	FLJ20184	
NALCN	0.562	0.0535841	2.009016	-3.9626	0.06379597	NALCN	
HAVCR1	0.562	0.0535886	2.008976	-3.9627	0.06638184	HAVCR1	
PPM1M	0.562	0.05359	2.008963	-3.9627	0.09740482	PPM1M	
APOA2	0.562	0.0535948	2.00892	-3.9628	0.05873849	APOA2	
SGOL2	0.562	0.0536109	-2.008776	-3.963	-0.05678381	SGOL2	
B3GNT8	0.562	0.0536164	-2.008727	-3.9631	-0.1582413	B3GNT8	
LOC255620	0.562	0.0536424	-2.008495	-3.9635	-0.13120314	LOC255620	
CCNYL2	0.562	0.0536981	2.007997	-3.9643	0.04707871	CCNYL2	
CDK5R2	0.562	0.0537101	-2.00789	-3.9644	-0.09474135	CDK5R2	
ZMAT1	0.562	0.0537426	2.0076	-3.9649	0.0448645	ZMAT1	
LOC728031	0.562	0.0537468	2.007563	-3.9649	0.16082085	LOC728031	
MGC45922	0.562	0.0537542	-2.007497	-3.9651	-0.0517426	MGC45922	
MAFF	0.562	0.0537582	2.007461	-3.9651	0.44088363	MAFF	
SSPO	0.562	0.0537664	2.007388	-3.9652	0.0883	SSPO	
CCDC28B	0.562	0.0537718	-2.00734	-3.9653	-0.1205239	CCDC28B	
LOC642014	0.562	0.0537789	2.007276	-3.9654	0.07788204	LOC642014	
SPZ1	0.562	0.0538037	2.007055	-3.9658	0.05217762	SPZ1	
TBC1D3I	0.562	0.0538284	2.006836	-3.9661	0.15945968	TBC1D3I	
LOC642621	0.562	0.0538496	2.006647	-3.9664	0.07519986	LOC642621	
FLJ43987	0.562	0.0538515	-2.00663	-3.9664	-0.06621978	FLJ43987	
ACAD10	0.563	0.0539042	2.006161	-3.9672	0.15054798	ACAD10	
CTAG2	0.563	0.0539266	2.005962	-3.9675	0.05392916	CTAG2	
IGLL3	0.563	0.0539275	2.005953	-3.9675	0.23826708	IGLL3	
CEBPE	0.563	0.0539653	-2.005618	-3.9681	-0.14818779	CEBPE	
LOC728758	0.563	0.0539843	-2.005449	-3.9683	-0.14796852	LOC728758	
ANKRD9	0.563	0.0539977	2.00533	-3.9685	0.35255562	ANKRD9	
LOC652821	0.563	0.0540043	-2.005272	-3.9686	-0.06008638	LOC652821	
LOC643805	0.563	0.0541005	2.004417	-3.97	0.04883907	LOC643805	
C15ORF42	0.563	0.0541293	2.004163	-3.9704	0.05526083	C15ORF42	
CD24	0.563	0.0541392	-2.004074	-3.9705	-0.48324469	CD24	
LOC399900	0.563	0.0541534	2.003949	-3.9707	0.3963895	LOC399900	
CPM	0.563	0.0541582	-2.003906	-3.9708	-0.05942297	CPM	
LOC387647	0.563	0.0541599	-2.003891	-3.9708	-0.09480853	LOC387647	
MRRF	0.563	0.0541604	-2.003886	-3.9708	-0.08965753	MRRF	
LOC100133923	0.563	0.0541648	2.003848	-3.9709	0.47954699	LOC100133923	
OPTN	0.563	0.0541919	2.003608	-3.9713	0.21684863	OPTN	
SEMA4C	0.563	0.0542144	2.003409	-3.9716	0.15114687	SEMA4C	
GTF2H5	0.563	0.0542323	-2.00325	-3.9718	-0.15053126	GTF2H5	
MIR300	0.563	0.0542331	-2.003243	-3.9718	-0.09059748	MIR300	
PEX16	0.563	0.0542731	2.002889	-3.9724	0.08591883	PEX16	
TMSL3	0.563	0.0542776	2.00285	-3.9725	0.25108594	TMSL3	
C8ORF4	0.564	0.0543454	2.002251	-3.9734	0.05379001	C8ORF4	
ZNF577	0.564	0.0543526	2.002187	-3.9735	0.34117068	ZNF577	
LOC100133795	0.564	0.0543609	2.002113	-3.9737	0.1049264	LOC100133795	
MAGEA5	0.564	0.0544074	-2.001703	-3.9743	-0.05624815	MAGEA5	
RNF186	0.564	0.0544161	-2.001626	-3.9744	-0.06016198	RNF186	
AQP12B	0.564	0.0544203	2.00159	-3.9745	0.22423963	AQP12B	
LOC100128288	0.564	0.0544293	2.00151	-3.9746	0.61868218	LOC100128288	
ZFP36L1	0.564	0.0544777	2.001083	-3.9753	0.44650127	ZFP36L1	
DPEP3	0.564	0.0545011	2.000877	-3.9756	0.10139898	DPEP3	
LOC647283	0.564	0.0545299	2.000624	-3.976	0.04708259	LOC647283	
TRIP10	0.565	0.0546029	1.99998	-3.9771	0.39609645	TRIP10	
LOC642608	0.565	0.0546065	1.999949	-3.9771	0.06300306	LOC642608	
HS.114286	0.565	0.054628	1.99976	-3.9774	0.14116041	HS.114286	
LOC652900	0.566	0.0547326	1.998841	-3.9789	0.05114911	LOC652900	
LOC642489	0.566	0.0547555	-1.99864	-3.9792	-0.20632633	LOC642489	
BPI	0.566	0.0547732	-1.998485	-3.9794	-0.47895525	BPI	
LOC644010	0.566	0.0547898	1.99834	-3.9797	0.04513719	LOC644010	
LRRFIP1	0.566	0.0548267	1.998016	-3.9802	0.44198768	LRRFIP1	
HS.521794	0.566	0.054834	1.997952	-3.9803	0.07689158	HS.521794	
KCNH6	0.566	0.0548413	1.997888	-3.9804	0.43878217	KCNH6	
HS.542425	0.566	0.0548738	1.997603	-3.9808	0.07330128	HS.542425	
LOC646010	0.566	0.0548761	1.997583	-3.9809	0.06491569	LOC646010	
SLC24A2	0.566	0.0548773	1.997573	-3.9809	0.07870583	SLC24A2	
UOX	0.566	0.0548969	-1.997401	-3.9812	-0.07915453	UOX	
RBMY1J	0.566	0.0549768	1.996702	-3.9823	0.03210649	RBMY1J	
PECR	0.566	0.0549802	-1.996672	-3.9823	-0.13912053	PECR	
SNORA45	0.566	0.0550318	1.996221	-3.983	0.45756172	SNORA45	
CAPS	0.566	0.0550536	1.99603	-3.9833	0.19442647	CAPS	
CYP2J2	0.566	0.0550681	1.995905	-3.9835	0.10466308	CYP2J2	
DCTN4	0.567	0.055133	1.995338	-3.9844	0.19405829	DCTN4	
C16ORF52	0.568	0.0552755	-1.994096	-3.9864	-0.12278358	C16ORF52	
LOC727948	0.568	0.0553194	-1.993715	-3.987	-0.08145851	LOC727948	
SDHALP1	0.568	0.0553198	1.993711	-3.987	0.22121273	SDHALP1	
COPA	0.568	0.0553355	-1.993575	-3.9873	-0.19087714	COPA	
C7ORF16	0.568	0.0553383	-1.993551	-3.9873	-0.13014242	C7ORF16	
TRIM33	0.568	0.0553408	1.993529	-3.9873	0.10909133	TRIM33	
PARP14	0.568	0.055342	1.993519	-3.9873	0.20436605	PARP14	
PGAM5	0.568	0.0553479	-1.993467	-3.9874	-0.13266845	PGAM5	
ZNF652	0.568	0.0553642	1.993325	-3.9876	0.36825088	ZNF652	
BTBD11	0.568	0.055368	1.993292	-3.9877	0.15306643	BTBD11	
NKAIN4	0.568	0.0554011	1.993005	-3.9882	0.05238248	NKAIN4	
CYB5RL	0.568	0.0554257	-1.992791	-3.9885	-0.05185889	CYB5RL	
IL18	0.568	0.0554671	1.992432	-3.9891	0.27066897	IL18	
GCNT1	0.568	0.0554694	-1.992412	-3.9891	-0.17370257	GCNT1	
LOC649557	0.568	0.0555163	1.992005	-3.9897	0.05933848	LOC649557	
ZNF83	0.568	0.0555424	1.991779	-3.9901	0.33342345	ZNF83	
HS.544637	0.568	0.0555435	1.991769	-3.9901	0.61939925	HS.544637	
WRNIP1	0.568	0.0555459	1.991749	-3.9902	0.15711462	WRNIP1	
LOC157627	0.568	0.0555641	-1.991591	-3.9904	-0.04751432	LOC157627	
CRISP2	0.568	0.0555687	1.991551	-3.9905	0.06356053	CRISP2	
UBE2E2	0.568	0.0555974	-1.991303	-3.9909	-0.25408367	UBE2E2	
RNF121	0.568	0.0556366	-1.990964	-3.9914	-0.08021955	RNF121	
LOC648980	0.568	0.0556671	1.990699	-3.9918	0.21906525	LOC648980	
HS.580797	0.568	0.0556712	1.990664	-3.9919	0.32635446	HS.580797	
XRCC2	0.568	0.0556828	1.990564	-3.992	0.48886504	XRCC2	
DAPK1	0.568	0.0556911	-1.990492	-3.9922	-0.2355842	DAPK1	
LOC400768	0.568	0.0557986	-1.989563	-3.9936	-0.06470033	LOC400768	
RNPEP	0.568	0.0558078	-1.989484	-3.9938	-0.24364255	RNPEP	
LOC653741	0.568	0.0558223	-1.989359	-3.9939	-0.05596293	LOC653741	
MCM7	0.568	0.0558359	1.989242	-3.9941	0.18307322	MCM7	
GRM7	0.568	0.0558614	1.989022	-3.9945	0.03619225	GRM7	
ZNF300	0.568	0.05588	1.988861	-3.9947	0.06317439	ZNF300	
KRT33B	0.568	0.0558881	1.988791	-3.9949	0.05675839	KRT33B	
RBM42	0.568	0.0558896	-1.988779	-3.9949	-0.17936111	RBM42	
CTBP1	0.568	0.0559011	-1.988679	-3.995	-0.11911975	CTBP1	
PDE6C	0.568	0.0559306	1.988425	-3.9954	0.0432097	PDE6C	
CTSG	0.568	0.0559598	-1.988174	-3.9958	-0.55868514	CTSG	
ERCC1	0.568	0.0559618	-1.988156	-3.9959	-0.14545353	ERCC1	
MAP2	0.568	0.0559683	1.988101	-3.9959	0.03529861	MAP2	
BATF3	0.568	0.0560392	1.987491	-3.9969	0.27332162	BATF3	
FBXW11	0.568	0.056057	-1.987338	-3.9972	-0.10228393	FBXW11	
LOC100132289	0.568	0.0560627	-1.987289	-3.9972	-0.10695804	LOC100132289	
IL12A	0.568	0.0560911	1.987045	-3.9976	0.20507052	IL12A	
EXTL2	0.568	0.0560974	-1.986991	-3.9977	-0.06943249	EXTL2	
MKNK2	0.568	0.0560991	1.986976	-3.9977	0.15934131	MKNK2	
HSPC047	0.568	0.0560992	1.986975	-3.9977	0.17055797	HSPC047	
SNORA11	0.568	0.0561074	-1.986905	-3.9978	-0.06774054	SNORA11	
ANKS6	0.568	0.056117	1.986823	-3.998	0.04467046	ANKS6	
ZNF385A	0.568	0.0561572	-1.986477	-3.9985	-0.34351597	ZNF385A	
CLDN8	0.568	0.0561648	-1.986412	-3.9986	-0.03964509	CLDN8	
FAM115B	0.568	0.0561938	1.986164	-3.999	0.05256536	FAM115B	
MIR493	0.568	0.0562044	1.986072	-3.9992	0.05572332	MIR493	
RAB11FIP1	0.568	0.0562067	-1.986052	-3.9992	-0.27959379	RAB11FIP1	
ZNF75A	0.568	0.0562509	1.985674	-3.9998	0.16179214	ZNF75A	
LOC645452	0.568	0.0562547	1.985641	-3.9998	0.56351844	LOC645452	
HS.448059	0.568	0.0562642	1.985559	-4	0.05843419	HS.448059	
LASS2	0.568	0.0562648	-1.985555	-4	-0.18039098	LASS2	
FAM150B	0.568	0.0562698	-1.985512	-4.0001	-0.12863713	FAM150B	
GPR114	0.568	0.0563036	-1.985222	-4.0005	-0.31716469	GPR114	
LOC641705	0.568	0.056305	1.98521	-4.0005	0.09829312	LOC641705	
AP2B1	0.568	0.0563257	-1.985034	-4.0008	-0.28831617	AP2B1	
ACTR2	0.568	0.0563312	-1.984986	-4.0009	-0.20210172	ACTR2	
NFAT5	0.568	0.0563439	1.984877	-4.0011	0.22222983	NFAT5	
PTK7	0.568	0.0563518	-1.98481	-4.0012	-0.05822853	PTK7	
BBS12	0.568	0.056352	-1.984808	-4.0012	-0.11680462	BBS12	
TAL2	0.568	0.0563623	-1.98472	-4.0013	-0.0563065	TAL2	
CFHR3	0.568	0.0563934	-1.984454	-4.0017	-0.04221273	CFHR3	
CRIP2	0.568	0.0563948	1.984442	-4.0018	0.33314763	CRIP2	
C1ORF129	0.568	0.0564116	-1.984299	-4.002	-0.04802352	C1ORF129	
PLXNC1	0.568	0.0564178	-1.984245	-4.0021	-0.19593514	PLXNC1	
THAP6	0.569	0.0564699	-1.983801	-4.0028	-0.17701998	THAP6	
LOC653764	0.569	0.0564814	-1.983702	-4.0029	-0.08599943	LOC653764	
RAPGEF5	0.569	0.0565382	-1.983217	-4.0037	-0.05079161	RAPGEF5	
ANXA6	0.569	0.0565868	-1.982803	-4.0043	-0.14689022	ANXA6	
CYFIP1	0.569	0.0565888	-1.982786	-4.0044	-0.21124229	CYFIP1	
CATSPER4	0.569	0.0566732	1.982067	-4.0055	0.04986081	CATSPER4	
TNFSF10	0.569	0.0567082	-1.981769	-4.006	-0.41187179	TNFSF10	
UCK2	0.569	0.0567341	-1.981549	-4.0063	-0.16082996	UCK2	
RSL1D1	0.569	0.0567437	-1.981467	-4.0065	-0.22200214	RSL1D1	
C2ORF69	0.569	0.0567503	1.981411	-4.0066	0.46686548	C2ORF69	
HS.566479	0.569	0.0567665	-1.981273	-4.0068	-0.07093719	HS.566479	
ZMIZ2	0.569	0.0567725	1.981222	-4.0068	0.22878542	ZMIZ2	
PNN	0.569	0.0567796	1.981161	-4.0069	0.34628181	PNN	
HS.543113	0.569	0.0567807	1.981152	-4.007	0.07089217	HS.543113	
HS.582140	0.569	0.056803	1.980963	-4.0073	0.09336563	HS.582140	
MAGT1	0.569	0.0568164	1.980849	-4.0074	0.49553126	MAGT1	
LOC100128186	0.569	0.0568379	-1.980667	-4.0077	-0.07278478	LOC100128186	
ARCN1	0.569	0.0568506	-1.980559	-4.0079	-0.20674372	ARCN1	
SETD3	0.569	0.056875	-1.980351	-4.0082	-0.11440798	SETD3	
LOC643038	0.569	0.0568975	-1.980161	-4.0085	-0.06266723	LOC643038	
LOC729385	0.569	0.0569115	-1.980041	-4.0087	-0.06436246	LOC729385	
BRCA1	0.569	0.0569326	-1.979863	-4.009	-0.0406543	BRCA1	
TSPAN18	0.569	0.0569369	1.979826	-4.0091	0.20733085	TSPAN18	
HS.568093	0.569	0.0569424	-1.979779	-4.0091	-0.08530671	HS.568093	
ZNF250	0.569	0.0569871	-1.979401	-4.0097	-0.11819239	ZNF250	
LOC286002	0.569	0.0569937	1.979344	-4.0098	0.071758	LOC286002	
MLLT11	0.569	0.057001	1.979283	-4.0099	0.16105795	MLLT11	
LOC100131438	0.569	0.0570121	-1.979189	-4.0101	-0.05706225	LOC100131438	
LOC653104	0.569	0.0570134	1.979178	-4.0101	0.05123185	LOC653104	
CD99	0.569	0.0570419	-1.978937	-4.0105	-0.27844036	CD99	
UBR5	0.569	0.0570634	1.978755	-4.0108	0.13716134	UBR5	
LOC100128016	0.569	0.0570833	1.978586	-4.011	0.17547252	LOC100128016	
LOC401218	0.569	0.0571083	-1.978375	-4.0114	-0.10810516	LOC401218	
SNORD114-7	0.569	0.0571256	-1.978229	-4.0116	-0.08604816	SNORD114-7	
ZNF14	0.569	0.0571362	1.978139	-4.0117	0.48850561	ZNF14	
LOC641950	0.569	0.0571499	1.978023	-4.0119	0.04606722	LOC641950	
LOC401497	0.569	0.0571564	-1.977968	-4.012	-0.06361372	LOC401497	
LOC649445	0.569	0.0571588	-1.977948	-4.012	-0.05665494	LOC649445	
HS.526759	0.569	0.0571672	1.977877	-4.0121	0.06487536	HS.526759	
RRP12	0.569	0.0572124	-1.977495	-4.0127	-0.21817091	RRP12	
TMEM63A	0.569	0.0572189	1.97744	-4.0128	0.21359661	TMEM63A	
SLC35B3	0.569	0.0572211	-1.977422	-4.0129	-0.15537256	SLC35B3	
SNX9	0.569	0.0572278	-1.977365	-4.013	-0.05265793	SNX9	
HSPBP1	0.569	0.0572379	-1.97728	-4.0131	-0.05977144	HSPBP1	
STK24	0.569	0.0572614	1.977081	-4.0134	0.07403125	STK24	
ING5	0.569	0.0572917	1.976826	-4.0138	0.06995485	ING5	
BCYRN1	0.569	0.0573038	1.976724	-4.014	0.33431977	BCYRN1	
EPHX2	0.569	0.0573159	1.976622	-4.0141	0.34003394	EPHX2	
H2BFXP	0.569	0.0573491	1.976342	-4.0146	0.06836472	H2BFXP	
LOC645643	0.569	0.0573517	-1.97632	-4.0146	-0.05929175	LOC645643	
LOC283143	0.569	0.0573677	1.976186	-4.0148	0.04782218	LOC283143	
SRP14	0.569	0.0573724	-1.976146	-4.0149	-0.10228804	SRP14	
SLC2A10	0.569	0.0573935	-1.975968	-4.0152	-0.05922765	SLC2A10	
HSPB6	0.569	0.0574105	1.975825	-4.0154	0.08101573	HSPB6	
GNPDA2	0.569	0.0574434	-1.975548	-4.0158	-0.11662334	GNPDA2	
FLJ16331	0.569	0.0574693	-1.97533	-4.0162	-0.08832895	FLJ16331	
DHFRL1	0.569	0.0574714	-1.975313	-4.0162	-0.1247201	DHFRL1	
LOC644096	0.569	0.0575019	-1.975056	-4.0166	-0.08663254	LOC644096	
MLYCD	0.569	0.0575238	-1.974872	-4.0169	-0.1222959	MLYCD	
ZBTB40	0.569	0.0575345	1.974782	-4.017	0.20963046	ZBTB40	
C21ORF45	0.569	0.0575374	-1.974758	-4.0171	-0.09599674	C21ORF45	
FBXO2	0.57	0.0576263	-1.974011	-4.0182	-0.11249643	FBXO2	
HS.573253	0.57	0.0576494	-1.973818	-4.0186	-0.07006554	HS.573253	
OSTM1	0.57	0.0576607	-1.973723	-4.0187	-0.21322777	OSTM1	
LOC220433	0.57	0.0576671	1.973669	-4.0188	0.3823909	LOC220433	
ALOX12P2	0.57	0.0576763	1.973592	-4.0189	0.0375529	ALOX12P2	
CSPG4	0.57	0.0576921	-1.973459	-4.0191	-0.07741844	CSPG4	
LOC643930	0.57	0.0577505	1.97297	-4.0199	0.58942279	LOC643930	
HNRNPK	0.571	0.0577959	-1.97259	-4.0205	-0.14333662	HNRNPK	
HS.570838	0.571	0.057806	-1.972506	-4.0206	-0.11244908	HS.570838	
LOC341230	0.571	0.0578146	-1.972434	-4.0207	-0.06046118	LOC341230	
PLEKHG3	0.571	0.0578283	-1.972319	-4.0209	-0.17777848	PLEKHG3	
LOC651558	0.571	0.057853	1.972112	-4.0212	0.07270328	LOC651558	
ZNF322A	0.571	0.0578578	-1.972073	-4.0213	-0.17789722	ZNF322A	
LOC643224	0.571	0.057932	1.971452	-4.0223	0.04674845	LOC643224	
LOC642131	0.571	0.0579453	1.971341	-4.0225	0.08876239	LOC642131	
HS.232520	0.571	0.0579633	-1.971191	-4.0227	-0.06228513	HS.232520	
E2F6	0.571	0.0579828	-1.971028	-4.023	-0.07369031	E2F6	
BEX2	0.571	0.0579874	1.97099	-4.023	0.28955172	BEX2	
SECISBP2	0.571	0.058017	1.970743	-4.0234	0.17102145	SECISBP2	
OR4X2	0.572	0.0580877	1.970153	-4.0243	0.04584006	OR4X2	
CDYL	0.572	0.0581261	-1.969833	-4.0248	-0.06394372	CDYL	
PAPOLG	0.572	0.0581275	-1.969822	-4.0249	-0.10563312	PAPOLG	
HS.545644	0.572	0.0581686	-1.969479	-4.0254	-0.0600016	HS.545644	
SCN3B	0.572	0.0581885	-1.969314	-4.0257	-0.04023412	SCN3B	
PLAA	0.572	0.0581906	1.969297	-4.0257	0.08561361	PLAA	
SAMD10	0.572	0.0582112	-1.969126	-4.026	-0.08372599	SAMD10	
LOC646632	0.572	0.0582579	1.968737	-4.0266	0.05804163	LOC646632	
BRE	0.572	0.0582934	-1.968442	-4.027	-0.15638679	BRE	
LOC731102	0.572	0.0583008	1.96838	-4.0271	0.07944237	LOC731102	
HS.563667	0.572	0.0583552	1.967929	-4.0278	0.06804392	HS.563667	
MYH8	0.572	0.0583578	-1.967907	-4.0279	-0.05847609	MYH8	
HS.120863	0.572	0.0583954	-1.967595	-4.0284	-0.07319714	HS.120863	
TAF1D	0.572	0.058396	1.96759	-4.0284	0.1654856	TAF1D	
LOC100132391	0.572	0.0584116	1.967461	-4.0286	0.55569289	LOC100132391	
LOC100130715	0.572	0.0584639	1.967028	-4.0293	0.24433425	LOC100130715	
CISH	0.572	0.0584951	-1.966769	-4.0297	-0.2820913	CISH	
BHLHB2	0.572	0.0585099	1.966647	-4.0299	0.27917763	BHLHB2	
ARL14	0.572	0.0585256	-1.966517	-4.0301	-0.04780683	ARL14	
LOC642781	0.572	0.0585549	1.966274	-4.0304	0.05691581	LOC642781	
GALNTL2	0.572	0.058594	-1.965951	-4.031	-0.05369758	GALNTL2	
DIRC2	0.572	0.0586014	-1.96589	-4.0311	-0.20921283	DIRC2	
CHCHD4	0.572	0.0586523	-1.965469	-4.0317	-0.25011475	CHCHD4	
ENOSF1	0.572	0.0586796	1.965243	-4.0321	0.27446499	ENOSF1	
NAIP	0.572	0.0586962	-1.965106	-4.0323	-0.16745231	NAIP	
HS.365998	0.572	0.0587133	1.964965	-4.0325	0.07020551	HS.365998	
KIAA0892	0.572	0.0587266	1.964855	-4.0327	0.13626924	KIAA0892	
FKBP5	0.572	0.0587313	-1.964817	-4.0327	-0.20532578	FKBP5	
SERINC5	0.572	0.0587587	1.96459	-4.0331	0.12619535	SERINC5	
HS.57718	0.572	0.0587641	1.964545	-4.0332	0.04839115	HS.57718	
FAM188A	0.572	0.0588006	1.964244	-4.0336	0.20431172	FAM188A	
TNCRNA	0.572	0.0588135	1.964138	-4.0338	0.07164113	TNCRNA	
LOC401206	0.572	0.0588214	1.964074	-4.0339	0.03017641	LOC401206	
GTPBP1	0.572	0.0588446	1.963882	-4.0342	0.10681576	GTPBP1	
CCL15	0.572	0.0588602	-1.963753	-4.0344	-0.03508999	CCL15	
LOC642578	0.572	0.0588695	-1.963677	-4.0345	-0.05540503	LOC642578	
ANKRD28	0.572	0.0589325	1.963158	-4.0353	0.10592315	ANKRD28	
